Gene,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
ZNF211,0.0016998941,0.001531821,0.0013019565,0.0015467029,0.001983428,0.0019130551,0.0021272341,0.0017976133,0.002170568,0.0021427511,0.0015679601,0.00157597,0.0019307934,0.0020316974,0.002201386,0.001910191,0.0015895853,0.0016619627,0.0016520671,0.0016233086,0.0020733564,0.002193002,0.0017537911,0.0024027878,0.0019089126,0.0020141553,0.0019401611,0.0019787857,0.0017467254,0.0016127784,0.0023026476,0.0018142696,0.0031041766,0.001974637,0.0016135448,0.0023431552,0.0016991518,0.001811168,0.0018890101,0.002018193,0.0022373241,0.0023733703,0.0018303918,0.0022774383,0.0020150563,0.002360585,0.0022943134,0.0022260183,0.002298435,0.0022097193,0.0018208631,0.0019104115,0.0017203012,0.0021914782,0.0016123542,0.001773647,0.0018477236,0.002969566,0.0018014269,0.0020882671,0.001893884,0.0023916927,0.002358915,0.0020367804,0.0018481463,0.0014515193,0.0017229808,0.0019658245,0.0017176635,0.0030003272,0.0021237638,0.001726168,0.002026989,0.00232177,0.0021063164,0.0018579403,0.001606036,0.001782939,0.0017792989,0.002207868,0.0019131262,0.0016737202,0.0019678466,0.0023879185,0.0023824412,0.0022690375,0.0017811273,0.0022930908,0.0028288686,0.0028382426,0.0021895475,0.001664445,0.0025027967,0.0019018423,0.0023172155,0.0025534942,0.0022952722,0.0015861765,0.002265967,0.0017629722,0.0017548603,0.0022021816,0.0023354297,0.0024855516,0.0019342289,0.0017737232,0.0019342271,0.0019546733,0.0018273849,0.0018623361,0.0021030947
ZNF227,0.0020763788,0.0019133788,0.0013603701,0.0022620903,0.0019650268,0.001660221,0.0017906933,0.001751482,0.0018272778,0.0021941978,0.0015345825,0.0017325433,0.0019692217,0.0025865436,0.0017717225,0.0018895589,0.0016874772,0.0017943346,0.0017605384,0.0017135576,0.0016961222,0.002024824,0.002121348,0.001856565,0.0020083024,0.0020973613,0.0016609969,0.0021195968,0.0022086294,0.0017615648,0.001968745,0.0016920442,0.0024189036,0.0017204612,0.0019893793,0.0020659459,0.0017554584,0.0017617278,0.0021166573,0.002028177,0.002328055,0.001985541,0.0017717005,0.0021492888,0.0018758862,0.0020465262,0.001655988,0.0021484774,0.0025765381,0.001948185,0.0018034732,0.0018387368,0.0014178038,0.002337735,0.0018680613,0.0014351157,0.0018014828,0.0023335274,0.0019740446,0.0019285973,0.0016489452,0.0016528653,0.0021915273,0.0019383904,0.0019255668,0.0019920925,0.0018951426,0.0019161584,0.0019347004,0.0017614958,0.002015705,0.0019916212,0.0020666788,0.0023146633,0.0020850804,0.0019444113,0.0020866895,0.001844026,0.0020417017,0.002371392,0.0026824125,0.0016787454,0.001553221,0.0021926144,0.0028119863,0.0022538968,0.0018622394,0.0019665905,0.0028385797,0.0025980268,0.001879351,0.0019545662,0.0023264945,0.0022627634,0.0022039246,0.0030463187,0.0024836052,0.0017533471,0.0024476785,0.0022479696,0.0020117336,0.002102843,0.003133792,0.002070818,0.0019447192,0.0019734178,0.0019409154,0.00243313,0.0017603016,0.0017550769,0.002154031
ZNF23,0.0013653486,0.0016348627,0.002093789,0.0024477306,0.001546638,0.0018580767,0.0016614777,0.0013748595,0.001961117,0.0017784775,0.0019031686,0.0017007714,0.0021230427,0.0019023955,0.0018846825,0.001290139,0.0024473595,0.001610106,0.0019969358,0.0020213386,0.0013401487,0.0019893534,0.0026288258,0.0027478486,0.0012662576,0.001718694,0.0020714432,0.0016442708,0.0033884156,0.0016250464,0.0026639006,0.0015669271,0.0016532334,0.0020703566,0.0015300032,0.0025907634,0.0015129902,0.001974552,0.002601695,0.0027991072,0.001955102,0.001933779,0.0018045304,0.0015912764,0.0013484345,0.0023114877,0.0026433314,0.0022926317,0.0022053593,0.0012828697,0.0011900108,0.0017194663,0.0016138232,0.0019873967,0.0017092447,0.001597864,0.0020135867,0.0025321224,0.0018581351,0.0023480877,0.0018721694,0.0020458659,0.0022184844,0.0019651626,0.0016078182,0.0015909927,0.0014586282,0.0024354411,0.0021971175,0.0019227361,0.0026325865,0.001975441,0.0016491251,0.0033195836,0.0017334959,0.0019732532,0.0023012531,0.0016672839,0.0018192941,0.0020328893,0.0017104481,0.002130076,0.0017787134,0.0017909947,0.0022218085,0.0021739053,0.0019046138,0.0028142596,0.0036047073,0.0030727403,0.0019791918,0.0017190333,0.0015459509,0.0022737773,0.002443528,0.0025783486,0.0027944874,0.0015285477,0.0020741906,0.0024925114,0.0015027085,0.002115018,0.0034094723,0.0020658402,0.002609515,0.002217376,0.0018489134,0.0016884728,0.0019703873,0.0014994176,0.0015804387
ZNF248,0.0014300732,0.0012652515,0.0016807831,0.0017866048,0.0020073452,0.0017297253,0.0014271195,0.0013263301,0.0020541663,0.0018784624,0.0014933535,0.001742602,0.0016966772,0.001745804,0.0012384055,0.0013566209,0.001320731,0.0015705561,0.0015966418,0.0015508619,0.0016170534,0.0024010646,0.0019793194,0.00246919,0.0020957002,0.0014367152,0.0018990395,0.0021834772,0.0018428325,0.001496149,0.0017554068,0.002383745,0.0015958837,0.0019727086,0.0019138574,0.0021896325,0.0016370994,0.001945029,0.0023547874,0.002386372,0.002011941,0.0024060614,0.0017232052,0.0014374802,0.0015660318,0.001910012,0.0017353281,0.0018277768,0.0020092088,0.0015689827,0.0021528874,0.0016333864,0.0019699582,0.002055358,0.0014653663,0.0013512919,0.0019596673,0.0014363112,0.0011573567,0.002281135,0.002091878,0.0020445562,0.0026523229,0.001960432,0.0020525113,0.0022389262,0.0020077128,0.0024902201,0.0019194213,0.002316218,0.0028569142,0.0016956694,0.0026310948,0.003165119,0.002113219,0.0024398945,0.0021959313,0.0018425302,0.0027421569,0.001574233,0.0022349542,0.0020191802,0.0015125988,0.0024021182,0.0026259162,0.0023136616,0.0017792508,0.0026245713,0.0030733051,0.0030948024,0.0020975317,0.0017797733,0.0026832342,0.0026244363,0.0021773013,0.003066516,0.0032021017,0.0012840811,0.0019348059,0.0022327704,0.0029707663,0.0022641043,0.0032051937,0.0024897454,0.0027781131,0.0019420544,0.0027800607,0.00180522,0.0012584056,0.0014552168,0.0016279994
ZNF25,0.0021389057,0.0018887337,0.0016492866,0.0021896178,0.0016286732,0.0022994864,0.0015445945,0.0015896573,0.0020609004,0.0021403239,0.0016580755,0.002016455,0.0018748398,0.0022663593,0.0015408427,0.00159246,0.0015138544,0.00197114,0.001419246,0.0014345301,0.0019648022,0.0016765936,0.0018308522,0.0018683267,0.0022518386,0.0016856758,0.001630804,0.001957062,0.0024967073,0.0017888414,0.0019135597,0.0019007028,0.002269753,0.0019145053,0.0015091579,0.0024504953,0.0020048714,0.0022521757,0.0017982455,0.0020942134,0.0020719992,0.0016723394,0.0018004162,0.0018183497,0.0017640478,0.0022208523,0.0018814905,0.0016858318,0.0014372796,0.0020515681,0.0025802462,0.0015397352,0.0017634053,0.0018612877,0.0014853482,0.0016102466,0.0012547971,0.0017917695,0.002062497,0.0024034765,0.0013179326,0.001494104,0.0019112708,0.0016642095,0.0019013917,0.0023903989,0.0021625257,0.0024085818,0.0017940417,0.0015135064,0.0017664653,0.0014436306,0.0026599495,0.0019358743,0.0017535628,0.0021925056,0.0019935137,0.0020361075,0.0020209833,0.0021330798,0.0026654066,0.0016931177,0.0024292283,0.002127148,0.0020322723,0.0023250238,0.0016839631,0.0022444224,0.0027801138,0.002991743,0.0028839547,0.0020830948,0.0024342607,0.002653352,0.0027641326,0.00239932,0.0027988309,0.0025156506,0.002455263,0.002649377,0.0021531973,0.0023974557,0.0024199954,0.0027227663,0.0022653847,0.003076783,0.0026363968,0.0019201187,0.0013225331,0.0013607736,0.0016698134
ZNF30,0.0015518438,0.0010498569,0.0017277779,0.0019367547,0.0019877017,0.0020944728,0.0017936284,0.0017110475,0.0023386835,0.0022311509,0.0019495079,0.0018579215,0.0022740413,0.002241466,0.0012354144,0.0011892159,0.0017098323,0.0018224369,0.0018893738,0.001181902,0.0013264032,0.0025012014,0.002224048,0.0020121103,0.0019518883,0.0015363533,0.0023321954,0.0021571277,0.0014674161,0.0019762632,0.0018931343,0.0019861744,0.002316442,0.0023138288,0.0019291765,0.0031956607,0.0015971046,0.0019196131,0.0020561954,0.002382649,0.0028038144,0.0026753077,0.0016873934,0.0015977976,0.0014998487,0.0017028041,0.002011927,0.0020971461,0.001929617,0.0018392004,0.0013813472,0.0016825638,0.0016508773,0.0020103506,0.0014870219,0.0013379648,0.002239212,0.0013820323,0.0017606817,0.0019076795,0.0014766549,0.0016685493,0.002396251,0.0018606556,0.0022627737,0.0020657526,0.0013458603,0.0019099613,0.0019643917,0.0019591448,0.00206091,0.0014499649,0.0020297877,0.0026560419,0.0021030675,0.002385342,0.002134182,0.0020060893,0.0018502768,0.0018806137,0.0022005439,0.0014222353,0.0019759957,0.0016377933,0.0026085395,0.0021258476,0.002026693,0.0027004217,0.0027705822,0.0023515578,0.0016232,0.0017604788,0.003348698,0.002572276,0.0027691172,0.0028068016,0.0027821672,0.0017757566,0.002029066,0.002232771,0.002393503,0.002096869,0.0027557698,0.0024455155,0.0025453414,0.0022384047,0.0024630793,0.003076197,0.0020697585,0.0012469551,0.0016308823
ZNF318,0.0025196287,0.0017822052,0.002776441,0.0022189254,0.0020285754,0.0027712348,0.001880751,0.001909813,0.0024816326,0.0027034816,0.0020559453,0.0028988833,0.0025064761,0.002052337,0.0020467506,0.0014826491,0.0019091428,0.0020358742,0.0023970667,0.0027554545,0.0022648526,0.003333423,0.001960439,0.0028201095,0.002775861,0.0018577107,0.0017724119,0.0019795396,0.0021103546,0.0019975405,0.001742929,0.0015180581,0.0018105111,0.0024440535,0.0020857083,0.001974116,0.00166206,0.0021027925,0.002150488,0.0026675526,0.00252022,0.0028702242,0.0028102593,0.002810932,0.0023286648,0.0028751774,0.0021541663,0.002196842,0.0026640974,0.0024178033,0.0020970672,0.0022067341,0.0027671545,0.0017128891,0.0027461885,0.0012590451,0.0022634473,0.0020771255,0.002320593,0.0027630988,0.002168322,0.0020797653,0.0028178433,0.0018964547,0.0028023669,0.002837924,0.0025020507,0.001970869,0.0017752792,0.0028632171,0.0021023236,0.0018234515,0.002165466,0.0023211818,0.001995309,0.0021098757,0.0023106048,0.0019256527,0.0015402974,0.0014697285,0.0016364434,0.002001484,0.0009166477,0.00080914784,0.0019020897,0.0010085105,0.0014687028,0.001756254,0.0012224189,0.0015153592,0.0011631455,0.0017023007,0.0016225151,0.0014066655,0.0015355352,0.0012639632,0.00132996,0.0010338228,0.001591359,0.0018552798,0.001141607,0.001818455,0.0012784539,0.0014028741,0.0016642489,0.0014379021,0.0013848611,0.001528391,0.0015429807,0.0008717749,0.0010860119
ZNF33B,0.0016017547,0.0014353532,0.0012472658,0.0017505945,0.0018839438,0.0015637206,0.0016233287,0.0013595276,0.00176817,0.0018014096,0.0015986888,0.0014324076,0.0016616394,0.002136185,0.0013464966,0.0018976954,0.0018288878,0.0013470091,0.0018173605,0.0014879408,0.0012056069,0.0020312269,0.00199129,0.0021366535,0.0024123325,0.0016038044,0.0017918163,0.0016003529,0.0017046687,0.0017335573,0.0023708073,0.0020919787,0.001968436,0.00208531,0.0019702783,0.001548632,0.0016824997,0.0021076908,0.0019675856,0.0018607209,0.0017262371,0.0023834868,0.0016551187,0.0014975643,0.0015400649,0.0019808344,0.0018534575,0.0021043688,0.001986794,0.001714454,0.0013906402,0.0017734052,0.0012688577,0.0019768921,0.0015577684,0.0010603674,0.0018730946,0.0015547645,0.0016880848,0.0026383952,0.0014042497,0.0018524734,0.001911567,0.0022848917,0.0026480318,0.0031006616,0.0021380275,0.002411187,0.0019709172,0.0016481488,0.0022561988,0.0014646042,0.0024101732,0.0030246952,0.0018613649,0.0021994025,0.0021236201,0.0017319923,0.0024441693,0.0019824712,0.002008809,0.0021784112,0.0017205176,0.0025482979,0.002411764,0.00220024,0.0017948847,0.0023064916,0.004443912,0.0023747422,0.0021600614,0.0017723452,0.0025779551,0.00267333,0.002245751,0.0028500904,0.0030030555,0.0016064558,0.0025012481,0.0030589637,0.0033530493,0.002794938,0.0035743813,0.0029084745,0.0024720419,0.0016426974,0.0026607092,0.0020890185,0.0014405203,0.0014612403,0.0021002025
ZNF417,0.0023573027,0.0023204351,0.0016354319,0.0019501024,0.0018815987,0.0021275121,0.0020712123,0.0017997988,0.0018197158,0.0026179051,0.0017063377,0.0020692793,0.0020430211,0.0022015204,0.0020320637,0.0016402834,0.00196728,0.0021029422,0.0018463901,0.0020815427,0.0019480428,0.0021612588,0.0021581487,0.002302375,0.0026592608,0.0026897553,0.0023824596,0.002898412,0.0015028348,0.002146023,0.0020469686,0.0021972246,0.0032340474,0.0024962532,0.0021388107,0.002050753,0.0020196931,0.0015924271,0.0021134997,0.0024791646,0.001845473,0.0023598308,0.0022384613,0.0023441522,0.0022445922,0.0024956248,0.0019245212,0.0031011344,0.0015579363,0.0022853995,0.0015528069,0.0022896074,0.0017713007,0.002054688,0.0018501128,0.0018513747,0.0017264892,0.00292355,0.0022852772,0.0026313413,0.0020762095,0.002747094,0.0017403289,0.0025496567,0.0018269896,0.0028222234,0.002573951,0.0016325102,0.0019380585,0.0022549166,0.0024279368,0.0020776356,0.002669796,0.002028246,0.001552228,0.0016056333,0.0017390149,0.001958648,0.0019466797,0.0020959787,0.0019203849,0.002006724,0.0013080523,0.0013668793,0.001865664,0.0016869117,0.0014321851,0.0017237071,0.0021854858,0.0019223073,0.001911062,0.0015489734,0.0015887471,0.002202146,0.0014277761,0.0017081873,0.0015740144,0.0016118899,0.0020829742,0.0018151556,0.0015983884,0.001968971,0.0015671588,0.0014664923,0.0020977063,0.0010707759,0.0015077027,0.0015563829,0.0015739409,0.001368455,0.0017309652
ZNF420,0.0018217551,0.0017511394,0.001937723,0.0021932896,0.0020172037,0.0020684002,0.0020286217,0.0018791213,0.0018101475,0.0020064374,0.0020461788,0.0017550089,0.0023783876,0.0020403708,0.0013899319,0.0013048823,0.0016446826,0.0016291435,0.00140193,0.0016277522,0.0012064204,0.001803939,0.0022936296,0.002324252,0.0026319174,0.0017430261,0.0017321381,0.0021880018,0.001745454,0.0015744714,0.0019155375,0.002127611,0.00218232,0.0020743737,0.0017444472,0.0023813813,0.0018897712,0.002079362,0.0023835148,0.0022652224,0.001984563,0.0025271948,0.0019512583,0.0016117375,0.0016562355,0.0018402812,0.00213079,0.0018693736,0.0016476086,0.0014922206,0.0014171317,0.0015142293,0.0010876884,0.0020299011,0.001545549,0.0010658299,0.0019017188,0.0018121008,0.0016765132,0.0021391236,0.0014182106,0.001631146,0.0016848285,0.0022923197,0.002700387,0.002250818,0.0015408726,0.0023355973,0.0019716653,0.0015065017,0.0019192056,0.0013419826,0.0022824293,0.0033259226,0.0013418898,0.002505759,0.0021764764,0.0013744457,0.0024453215,0.0020241963,0.0018927951,0.0013142048,0.0020511413,0.002564389,0.002130022,0.0029195943,0.0017219563,0.002272421,0.003609818,0.0021738897,0.0015867089,0.0018573103,0.002003644,0.0029754015,0.0028205293,0.0022002961,0.003371996,0.0015886826,0.0024293878,0.0035996179,0.0023189916,0.0020362528,0.003015753,0.002134343,0.002579144,0.0020369936,0.00267469,0.0017711739,0.0020629314,0.0019292041,0.0018495217
ZNF430,0.0020616413,0.002080924,0.0016263339,0.0018834883,0.0012654021,0.0020182654,0.0020429615,0.0016504537,0.0017671087,0.002154228,0.0019268321,0.0018005808,0.0017848893,0.0021385544,0.0014566676,0.0018095252,0.0014849516,0.001832672,0.0016361111,0.0017371725,0.0014510135,0.0020175783,0.002083738,0.0018141943,0.0020267887,0.0026905853,0.001672379,0.002643244,0.0023542729,0.0020532042,0.0021585282,0.0021467893,0.0025756413,0.0024285747,0.0015870034,0.0015186664,0.0018006375,0.0014668034,0.0019068392,0.0015086828,0.001759001,0.001761111,0.0020119427,0.0014520737,0.0019268875,0.0017610776,0.0013192728,0.0021020889,0.0020750028,0.0016050168,0.0014625125,0.0018565417,0.001567563,0.001819073,0.0015080802,0.0016646473,0.0016460586,0.0019144522,0.0021578015,0.0019300821,0.0013909246,0.001687194,0.0014973376,0.00195304,0.0019247644,0.0023242852,0.0021539712,0.0018615626,0.0025812306,0.00170315,0.0013632687,0.0017262214,0.0023622073,0.003077942,0.001822603,0.0018948223,0.0018376847,0.0017743752,0.002350401,0.0021866169,0.0021723625,0.001692977,0.0017647156,0.0021900665,0.0018976271,0.0026063228,0.0015159432,0.0022537417,0.0027945286,0.0025752704,0.0024406598,0.002091882,0.0019682548,0.0030129303,0.0024014073,0.0024536846,0.0026263637,0.0031709492,0.0031206335,0.0027524529,0.0029686983,0.0024300667,0.0027596937,0.002364716,0.0024237735,0.0013709819,0.002621094,0.0020928516,0.0019814493,0.0021324041,0.0019963598
ZNF433,0.0018944007,0.002023771,0.0015591395,0.001840633,0.0020997478,0.0018576673,0.001387815,0.0017111178,0.0020578876,0.0019915241,0.002735716,0.0013203139,0.0022107915,0.0019204427,0.0015720851,0.0021829114,0.0021031096,0.0019123326,0.0015572492,0.0014654339,0.0014450761,0.0019529245,0.0011096452,0.0022209538,0.0020770573,0.0014030684,0.0022940815,0.0019820041,0.0019265861,0.0008222574,0.0018890937,0.0017041956,0.0018670149,0.0016910117,0.002205375,0.0032746342,0.0019839783,0.0023953074,0.0026452236,0.0026592237,0.0024591314,0.0025220797,0.0023676902,0.0023357223,0.0016509246,0.0019799902,0.0036770245,0.0024505828,0.0024261614,0.0020795476,0.0012236243,0.0011934431,0.002064138,0.0024288027,0.0016309937,0.0020073133,0.001772487,0.0014896933,0.0019220109,0.0010951686,0.0015118293,0.0017268949,0.0021427406,0.0017837995,0.0023746314,0.001314737,0.0020442042,0.001906601,0.0023981598,0.0016277754,0.0013307454,0.0015095889,0.002752756,0.0023033973,0.00239354,0.0023696488,0.0017506502,0.0020212056,0.0019469619,0.0024029068,0.0022944151,0.0015901697,0.0017440722,0.0015759708,0.0017916881,0.0027978835,0.0019347502,0.0024015987,0.002754895,0.0017810278,0.0021430657,0.0022006058,0.0028213942,0.0026660622,0.0025386992,0.002880635,0.001779134,0.0012920672,0.0023094858,0.0023525874,0.0016042006,0.0019906394,0.0030375386,0.0025764003,0.0021524713,0.0012328634,0.0013771855,0.0027572291,0.0018087034,0.0017221437,0.002231015
ZNF442,0.0012164938,0.0013477788,0.0013316164,0.0016231391,0.0015980958,0.0020497346,0.0018604574,0.0016955924,0.0024375315,0.0018757099,0.0028238725,0.0014735011,0.00234658,0.0014391926,0.0019452311,0.001750764,0.0024927494,0.002351021,0.0009298078,0.001441351,0.0016562296,0.0017704718,0.0014830207,0.002041507,0.0019833108,0.0019957062,0.0042663,0.0021460322,0.0016916926,0.0017606546,0.0010754241,0.0017101578,0.0035076328,0.0016610532,0.0018423614,0.0026133556,0.0025027953,0.0021709595,0.0028066866,0.0026480965,0.0019184557,0.0022849615,0.00093311456,0.0022823347,0.0021720685,0.0022392268,0.0019463854,0.0017247637,0.0020059957,0.002459304,0.0014264527,0.0016617955,0.00236096,0.0023851604,0.0017618646,0.0021989793,0.0017054997,0.0019169057,0.0022702205,0.0015054421,0.0016862748,0.0013923647,0.0014232496,0.0018355942,0.0016903466,0.0018058207,0.001785232,0.0026864484,0.0014117088,0.0013980803,0.0015409648,0.0017308168,0.0023376704,0.0020154342,0.0012873616,0.002375873,0.0019804332,0.0024371222,0.0016420865,0.0012693413,0.0028524983,0.003017582,0.0014628662,0.0024872483,0.0015248292,0.00260328,0.003080011,0.002192375,0.0027766598,0.0012324497,0.0023280003,0.0017985053,0.002625813,0.0043940074,0.0021044079,0.0023029626,0.0018020152,0.0018585295,0.001923137,0.002236748,0.0015313771,0.002224512,0.0029207857,0.0035270716,0.0019392344,0.0014702313,0.001985937,0.0023259665,0.001920062,0.0009622978,0.0018154819
ZNF445,0.0031393326,0.00182561,0.0023353605,0.0019233669,0.002343926,0.0020529958,0.002318024,0.0020529842,0.0020365608,0.0027066378,0.0021481093,0.0025609443,0.0022090746,0.0026455708,0.002229424,0.002147749,0.0025884819,0.00225396,0.0022062028,0.002204148,0.001834413,0.0026170367,0.0019878135,0.0022820302,0.0023921581,0.0020500377,0.0018027003,0.0020950553,0.0017781046,0.0017129439,0.002041617,0.0021395471,0.0023977172,0.0024094214,0.0019788519,0.0015978197,0.0020905386,0.0017633203,0.0022897278,0.0027186882,0.001674373,0.0023552687,0.0024412198,0.0025559035,0.0021417274,0.0025176723,0.0024484827,0.0027787073,0.0022801722,0.002343906,0.0017140894,0.0022964259,0.0023928678,0.0017938286,0.0028072554,0.0013783529,0.001641263,0.002118076,0.0024699937,0.0023283,0.002041206,0.0023409596,0.0027526459,0.002600772,0.002027269,0.002856376,0.002530071,0.0015929313,0.0019118659,0.0024377676,0.002151646,0.0018561248,0.0020845523,0.001639456,0.0017821705,0.0016616425,0.0019011331,0.0021259177,0.0014627657,0.0017292064,0.0018914634,0.0022510686,0.0014654214,0.0007569711,0.0015562477,0.0019803715,0.0013584635,0.0015805276,0.0016148809,0.001591926,0.0014115417,0.001741325,0.00130163,0.0020967303,0.0013000668,0.0009546734,0.0014225405,0.0020698654,0.0020353242,0.0018859659,0.0013023327,0.0016381291,0.0014663761,0.0012744167,0.0022492057,0.000877772,0.0013300076,0.0018920315,0.0017255754,0.0019855096,0.0016018981
ZNF460,0.0024453814,0.0028640328,0.0022679605,0.0029747067,0.002088558,0.0025283403,0.0023853502,0.0020294979,0.002700583,0.0023095326,0.0016409375,0.0015952012,0.0016559603,0.0027335386,0.0016321614,0.0017584747,0.0018055729,0.00321325,0.0020674253,0.0021652302,0.0018491489,0.0017511022,0.0020536578,0.0023548312,0.0017494806,0.0024295305,0.0018685593,0.0022648307,0.0020301454,0.0022009157,0.0018779535,0.002313519,0.0021091143,0.002052398,0.0029179011,0.0016034,0.0016336628,0.0024566762,0.0022763151,0.0021893454,0.0021831708,0.0020556585,0.0023480095,0.002375379,0.002081894,0.0019769403,0.0022812502,0.0031562988,0.0014973958,0.0021550143,0.0015352478,0.0018741554,0.0017460628,0.0017663272,0.0021294374,0.0017556085,0.0016314434,0.0023897712,0.0023032452,0.0021438324,0.0025771281,0.0015626721,0.0019852885,0.0021038048,0.0020722079,0.0019013564,0.0034316122,0.0018297656,0.002425189,0.0018345556,0.0015421137,0.0019612033,0.0020523274,0.0021992992,0.0012757466,0.0019617307,0.0019517619,0.0017971636,0.0018528189,0.0014427945,0.0017863057,0.0020381873,0.0013858312,0.0019106922,0.0018217065,0.0023030418,0.0014256291,0.0016467065,0.0017554394,0.001594932,0.0017053072,0.0015604583,0.0013558001,0.0024395373,0.0015910671,0.0011395221,0.0019479007,0.0027242661,0.0020784512,0.001860091,0.0016124313,0.0019095828,0.0014669987,0.0011778161,0.0022794504,0.0012876285,0.0021463132,0.0015882269,0.0018996807,0.0017892184,0.0022635935
ZNF480,0.0019701745,0.0020499062,0.0016562347,0.0020172251,0.0018053562,0.0020045545,0.0018700546,0.001736744,0.0016770209,0.0016814087,0.0020682511,0.0017014884,0.0022012219,0.0018096191,0.0014960109,0.0014969741,0.0013346757,0.0014351407,0.0016734279,0.0014799531,0.001349331,0.0020526901,0.0019800977,0.0022630382,0.001884258,0.0018141811,0.0021537687,0.002494637,0.0022883127,0.0019353543,0.002029087,0.001406623,0.0022192097,0.0020415483,0.002038871,0.0024773844,0.001677168,0.0019737044,0.0017637776,0.0019903914,0.0019267541,0.0020182908,0.0017807991,0.0016199385,0.0017141368,0.0016467344,0.0018561104,0.0017809334,0.0023943284,0.0015706732,0.0016030396,0.0016201609,0.0014484203,0.002211855,0.0015747994,0.001315306,0.0018592604,0.0017010372,0.0017708311,0.002452944,0.0014792772,0.0015869328,0.0015505766,0.0023772886,0.0025624244,0.0020775103,0.0020999138,0.0025914453,0.0019019998,0.0013541677,0.0018024043,0.0011245369,0.00259442,0.0031037347,0.0015784065,0.0023503322,0.0022011902,0.0014485461,0.0018825965,0.0019005056,0.0022592754,0.0016182014,0.0016052976,0.0028573945,0.0024956912,0.0022388047,0.0014351559,0.0020316178,0.0033001138,0.0024236543,0.0017464753,0.0015507349,0.0025308041,0.002907068,0.0020889898,0.002836483,0.0031636409,0.0016952509,0.0030125952,0.0031926585,0.0023465427,0.0028598397,0.003555661,0.0028063396,0.002571298,0.0021685609,0.0024816196,0.001884914,0.0017334014,0.0018812271,0.0017699243
ZNF492,0.0017458053,0.0022049427,0.0016457808,0.0019045983,0.0022983712,0.0016172164,0.0013540051,0.0019621474,0.0024012148,0.002111022,0.0019014097,0.0018795999,0.001896415,0.001854887,0.0014371261,0.0027323186,0.0019438936,0.0014546552,0.0019164952,0.0023726865,0.0019101892,0.0028701997,0.0017437951,0.0016501806,0.0020359633,0.0017616956,0.001599419,0.0024328283,0.0017965181,0.0014981139,0.0016629287,0.001855316,0.0023687212,0.0023036695,0.0021565105,0.0020532697,0.0029430895,0.0022089777,0.0018995083,0.0017491957,0.0017779052,0.0020030153,0.0024374218,0.0014627955,0.0017939878,0.0010188224,0.0025327273,0.0019931388,0.0023214489,0.0024700323,0.0016680424,0.0022403088,0.0028601743,0.0021047136,0.0018675542,0.0025752862,0.0018112294,0.0019890235,0.0020314357,0.0020732465,0.0018430754,0.0022016692,0.0021716012,0.0024429034,0.0019594287,0.0019654364,0.0013771972,0.002445663,0.0020787662,0.001189364,0.0017479544,0.0015962609,0.0017080972,0.0015618226,0.002176604,0.002881804,0.0014032321,0.0012052427,0.00211194,0.0018294372,0.0020117832,0.0023058567,0.0017490907,0.0019745734,0.0025328263,0.0019448746,0.001744576,0.0017839305,0.0033218302,0.0020418083,0.0021616244,0.0022537438,0.001474724,0.0023171753,0.0017810661,0.002564313,0.0026849972,0.0023746865,0.0021437032,0.002306465,0.0016405765,0.0022418443,0.0020936711,0.0022814164,0.0018353419,0.0021802585,0.0016462667,0.001875834,0.001843339,0.0019860037,0.0023200288
ZNF519,0.0017995175,0.0018020918,0.0015759821,0.002039772,0.0026068415,0.0016766997,0.0018095928,0.0014197793,0.0023625612,0.0018542585,0.0014189156,0.001442064,0.0019307836,0.0018977523,0.0018354314,0.0022917604,0.0015737361,0.0013755141,0.0021828979,0.0019115359,0.0016837583,0.0020370067,0.00221704,0.002515611,0.0026118918,0.0015698769,0.0018397785,0.001724878,0.0018849458,0.0019516166,0.0020174773,0.0017074232,0.0015635545,0.0026261522,0.0019799874,0.002316272,0.0018981658,0.002053831,0.0022610894,0.0019112133,0.0021927992,0.0024596523,0.001970781,0.0016520057,0.0012810498,0.0022722923,0.0027304145,0.0019087542,0.0022901143,0.001776504,0.0013140688,0.0011516094,0.0021691392,0.0024246536,0.00205693,0.0013144858,0.0016060283,0.0019149655,0.0017117405,0.0017512583,0.0018826876,0.0024260562,0.0020488424,0.0022930887,0.0021743106,0.0022055279,0.0017946203,0.002161877,0.0020158503,0.0015523273,0.0023418954,0.0010477925,0.0025232758,0.0029776825,0.0013135058,0.0022204202,0.0014367091,0.0017271207,0.0025498911,0.00205678,0.0026472907,0.0019087278,0.0014099684,0.0022502616,0.0018628888,0.0019828104,0.0016144536,0.002909881,0.003674956,0.0025888472,0.0014874265,0.0023281001,0.001779669,0.00256157,0.0021041972,0.0023537087,0.0027305868,0.0020735553,0.001628875,0.0027983796,0.0030496966,0.0019115488,0.0027509744,0.0025767596,0.0022628098,0.0018983323,0.0022747607,0.00159188,0.0014477066,0.001202425,0.0019410976
